Date,Open,High,Low,Close,Adj Close,Volume,Source,Date,Open,High,Low,Close,Adj Close,Volume,Source,Date,Open,High,Low,Close,Adj Close,Volume,Source
2002-12-31,12.21,12.43,12.14,12.4,7.800755,1330100,ADM.csv,2002-12-31,23.049999,24.139999,23.01,24.059999,16.103415,559800,BG.csv,2002-12-31,41.844131,42.370739,41.431381,42.271111,22.338802,1123680,DD.csv
2003-01-02,12.5,12.57,12.37,12.52,7.876247,1129600,ADM.csv,2003-01-02,24.0,24.35,23.799999,23.9,15.996319,325300,BG.csv,2003-01-02,42.62693,43.52359,42.00069,43.352798,22.910435,1636022,DD.csv
2003-01-03,12.45,12.63,12.41,12.6,7.926577,887600,ADM.csv,2003-01-03,23.9,24.0,23.780001,23.92,16.009701,244900,BG.csv,2003-01-03,43.096607,43.238934,42.399204,43.196236,22.827698,1945801,DD.csv
2003-01-06,12.55,12.7,12.52,12.62,7.939158,965300,ADM.csv,2003-01-06,24.299999,24.76,24.09,24.610001,16.471519,375100,BG.csv,2003-01-06,43.196236,43.964802,43.053909,43.964802,23.233858,2541753,DD.csv
2003-01-07,12.57,12.61,12.28,12.44,7.825917,1493400,ADM.csv,2003-01-07,24.98,25.77,24.950001,25.459999,17.040428,1194900,BG.csv,2003-01-07,43.865173,44.263687,43.608986,43.893639,23.196247,2183493,DD.csv
2003-01-08,12.39,12.5,12.29,12.35,7.769305,970300,ADM.csv,2003-01-08,25.469999,25.65,25.1,25.549999,17.100658,897000,BG.csv,2003-01-08,43.907871,43.907871,43.053909,43.153538,22.805119,1797621,DD.csv
2003-01-09,12.37,12.53,12.3,12.51,7.869957,848800,ADM.csv,2003-01-09,25.75,26.26,25.75,26.030001,17.421923,675500,BG.csv,2003-01-09,43.153538,43.950569,42.982746,43.552055,23.015726,1998356,DD.csv
2003-01-10,12.48,12.48,12.24,12.4,7.800755,1123600,ADM.csv,2003-01-10,25.98,26.709999,25.9,26.309999,17.609335,415400,BG.csv,2003-01-10,43.552055,43.964802,42.769257,43.680149,23.083426,1621829,DD.csv
2003-01-13,12.41,12.79,12.35,12.76,8.027231,1741200,ADM.csv,2003-01-13,26.469999,26.5,26.0,26.120001,17.482176,520000,BG.csv,2003-01-13,43.836708,44.334854,43.552055,43.836708,23.166151,2071708,DD.csv
2003-01-14,12.66,12.94,12.49,12.61,7.932867,898300,ADM.csv,2003-01-14,26.18,26.91,26.0,26.75,17.903828,925200,BG.csv,2003-01-14,44.192528,44.220989,43.637451,44.220989,23.369244,1491425,DD.csv
2003-01-15,12.51,12.63,12.39,12.44,7.825917,851000,ADM.csv,2003-01-15,26.9,27.299999,26.5,27.110001,18.144773,355600,BG.csv,2003-01-15,43.836708,44.0075,43.46666,43.765545,23.128555,2060678,DD.csv
2003-01-16,12.52,12.66,12.47,12.61,7.932867,922100,ADM.csv,2003-01-16,27.110001,27.4,26.879999,27.1,18.138081,421900,BG.csv,2003-01-16,43.765545,44.548344,43.751312,44.334854,23.429415,1479621,DD.csv
2003-01-17,12.74,12.77,12.57,12.67,7.970613,1223400,ADM.csv,2003-01-17,26.9,27.459999,26.9,27.299999,18.27194,378200,BG.csv,2003-01-17,43.979034,44.448715,43.765545,43.779778,23.136076,1784623,DD.csv
2003-01-21,12.77,12.78,12.55,12.62,7.939158,1212700,ADM.csv,2003-01-21,27.35,27.450001,26.9,27.01,18.077841,442600,BG.csv,2003-01-21,44.050198,44.121361,43.338566,43.509357,22.993168,1990698,DD.csv
2003-01-22,12.64,12.83,12.5,12.65,7.95803,1503800,ADM.csv,2003-01-22,26.9,27.059999,26.65,26.65,17.836887,354900,BG.csv,2003-01-22,43.295864,43.708614,42.925816,43.053909,22.75248,2144077,DD.csv
2003-01-23,12.65,12.7,12.53,12.6,7.926577,1123200,ADM.csv,2003-01-23,26.75,27.08,26.66,26.92,18.017609,542400,BG.csv,2003-01-23,43.196236,43.552055,42.89735,43.338566,22.902908,1733684,DD.csv
2003-01-24,12.4,12.68,12.29,12.36,7.77559,1551500,ADM.csv,2003-01-24,26.950001,26.99,26.440001,26.700001,17.870363,306500,BG.csv,2003-01-24,43.267399,43.338566,41.772968,41.986458,22.188374,1642486,DD.csv
2003-01-27,12.36,12.36,12.17,12.3,7.737845,1805500,ADM.csv,2003-01-27,26.5,26.5,25.5,25.799999,17.267996,643100,BG.csv,2003-01-27,42.00069,42.00069,40.63435,41.004402,21.669376,2511471,DD.csv
2003-01-28,12.27,12.29,12.19,12.25,7.706391,1495200,ADM.csv,2003-01-28,25.9,26.0,25.43,25.83,17.288071,234800,BG.csv,2003-01-28,41.175194,41.73027,40.563187,41.289055,21.81982,2566204,DD.csv
2003-01-29,12.2,12.25,12.02,12.17,7.656064,1198900,ADM.csv,2003-01-29,25.549999,25.639999,25.15,25.59,17.127439,250600,BG.csv,2003-01-29,41.303288,41.67334,40.207371,41.417149,21.887512,2166420,DD.csv
2003-01-30,12.13,12.15,11.93,11.96,7.523952,1575200,ADM.csv,2003-01-30,25.75,26.049999,25.469999,25.6,17.134129,101600,BG.csv,2003-01-30,40.250069,41.559479,39.566898,39.851555,21.060148,5687678,DD.csv
2003-01-31,11.86,12.05,11.78,12.05,7.580573,1511700,ADM.csv,2003-01-31,25.6,26.219999,25.559999,26.0,17.401852,200600,BG.csv,2003-01-31,40.193138,41.630638,39.837318,41.360218,21.857418,4395302,DD.csv
2003-02-03,12.03,12.15,11.91,12.12,7.624609,1243400,ADM.csv,2003-02-03,25.98,26.219999,25.57,25.85,17.301455,396900,BG.csv,2003-02-03,40.961704,41.26059,40.406628,40.805145,21.564085,2454700,DD.csv
2003-02-04,12.1,12.15,11.98,12.09,7.605738,1285800,ADM.csv,2003-02-04,25.84,26.040001,25.440001,25.780001,17.254601,291000,BG.csv,2003-02-04,40.733978,40.805145,39.894253,40.733978,21.526482,1917908,DD.csv
2003-02-05,12.13,12.33,12.02,12.16,7.68793,1034900,ADM.csv,2003-02-05,25.75,25.99,25.5,25.76,17.24122,130500,BG.csv,2003-02-05,40.748215,41.602177,40.662815,40.975937,21.654348,1948682,DD.csv
2003-02-06,12.1,12.15,11.97,12.05,7.618383,924200,ADM.csv,2003-02-06,25.700001,25.719999,25.299999,25.389999,16.993574,174100,BG.csv,2003-02-06,40.847843,40.975937,40.207371,40.534721,21.421169,1838091,DD.csv
2003-02-07,12.12,12.18,11.98,12.08,7.637351,685200,ADM.csv,2003-02-07,25.440001,25.51,25.1,25.33,16.953423,186100,BG.csv,2003-02-07,40.776676,40.847843,39.851555,40.178905,21.233137,1565269,DD.csv
2003-02-10,12.13,12.14,12.0,12.11,7.656315,772700,ADM.csv,2003-02-10,25.4,25.48,25.0,25.059999,16.772709,270400,BG.csv,2003-02-10,40.136208,40.563187,39.5242,40.463558,21.383564,1636443,DD.csv
2003-02-11,12.09,12.11,11.85,11.88,7.510903,919500,ADM.csv,2003-02-11,25.059999,25.690001,25.059999,25.51,17.073895,95400,BG.csv,2003-02-11,40.563187,40.563187,39.609596,39.794621,21.030058,1465218,DD.csv
2003-02-12,11.94,12.07,11.76,11.76,7.435035,1017000,ADM.csv,2003-02-12,25.450001,25.6,25.110001,25.26,16.973099,89600,BG.csv,2003-02-12,39.808853,40.022346,39.154152,39.211082,20.721678,1676703,DD.csv
2003-02-13,11.72,12.04,11.64,11.92,7.536192,1084000,ADM.csv,2003-02-13,25.4,25.719999,25.18,25.360001,17.0403,341500,BG.csv,2003-02-13,39.068756,39.310711,38.485214,38.912193,20.563728,2051333,DD.csv
2003-02-14,11.95,12.22,11.85,11.95,7.555157,901200,ADM.csv,2003-02-14,25.459999,26.5,25.299999,26.190001,17.598009,181500,BG.csv,2003-02-14,38.869495,39.481503,38.51368,39.396107,20.819464,1917275,DD.csv
2003-02-18,11.9,12.08,11.68,11.73,7.416069,1703600,ADM.csv,2003-02-18,26.299999,26.42,26.02,26.209999,17.611441,243600,BG.csv,2003-02-18,39.538433,40.705517,39.538433,40.563187,21.436222,2026390,DD.csv
2003-02-19,11.71,11.71,11.28,11.29,7.137886,2425100,ADM.csv,2003-02-19,26.209999,26.25,25.950001,26.040001,17.497211,165400,BG.csv,2003-02-19,40.563187,40.563187,39.638062,39.979649,21.12784,1072530,DD.csv
2003-02-20,11.25,11.27,11.05,11.07,6.998793,1463200,ADM.csv,2003-02-20,25.85,25.959999,25.809999,25.889999,17.396421,213800,BG.csv,2003-02-20,39.82309,40.008114,39.068756,39.154152,20.691597,1364956,DD.csv
2003-02-21,11.12,11.2,10.9,11.14,7.043054,1410000,ADM.csv,2003-02-21,25.889999,26.040001,25.809999,26.0,17.470335,204300,BG.csv,2003-02-21,39.282246,40.079277,39.054523,40.079277,21.180492,2756329,DD.csv
2003-02-24,11.23,11.23,10.69,10.83,6.84706,2032400,ADM.csv,2003-02-24,26.0,26.0,25.299999,25.450001,17.100773,191800,BG.csv,2003-02-24,40.079277,40.079277,38.357121,38.385586,20.28544,3691921,DD.csv
2003-02-25,10.77,10.93,10.6,10.87,6.87235,1797000,ADM.csv,2003-02-25,26.0,26.25,25.200001,25.969999,17.450176,462400,BG.csv,2003-02-25,37.858974,37.930138,36.862686,37.716648,19.931929,4867946,DD.csv
2003-02-26,10.84,10.87,10.51,10.57,6.68268,2084500,ADM.csv,2003-02-26,25.459999,25.93,24.809999,25.82,17.349382,700800,BG.csv,2003-02-26,37.901672,38.371353,37.745113,38.157864,20.165091,2831789,DD.csv
2003-02-27,10.8,11.1,10.75,10.99,6.948215,1861700,ADM.csv,2003-02-27,25.950001,25.950001,25.51,25.67,17.248596,425200,BG.csv,2003-02-27,38.157864,38.51368,37.858974,38.399818,20.292957,2734900,DD.csv
2003-02-28,10.88,10.95,10.72,10.9,6.891316,2299300,ADM.csv,2003-02-28,25.700001,25.92,25.700001,25.9,17.403145,199800,BG.csv,2003-02-28,38.172096,38.855263,37.987068,38.855263,20.53364,3946687,DD.csv
2003-03-03,11.35,11.35,10.8,10.9,6.891316,2779500,ADM.csv,2003-03-03,25.799999,26.200001,25.469999,25.549999,17.167957,218800,BG.csv,2003-03-03,39.026058,39.139919,38.30019,38.30019,20.240307,2141337,DD.csv
2003-03-04,10.95,10.96,10.63,10.7,6.764867,1466900,ADM.csv,2003-03-04,25.549999,25.65,25.27,25.309999,17.006701,286100,BG.csv,2003-03-04,38.314423,38.328655,36.77729,36.933849,19.518238,2238156,DD.csv
2003-03-05,10.67,10.86,10.59,10.86,6.866026,2410800,ADM.csv,2003-03-05,25.4,25.4,25.0,25.280001,16.986542,114400,BG.csv,2003-03-05,37.104641,37.61702,36.748825,37.61702,19.87928,2132133,DD.csv
2003-03-06,10.83,10.92,10.66,10.8,6.828091,1377600,ADM.csv,2003-03-06,25.360001,25.360001,24.5,24.74,16.623693,519900,BG.csv,2003-03-06,37.218506,37.275436,36.151051,36.50687,19.292603,2468611,DD.csv
2003-03-07,10.7,10.92,10.61,10.9,6.891316,1419600,ADM.csv,2003-03-07,24.74,25.280001,24.389999,25.0,16.798409,260100,BG.csv,2003-03-07,36.50687,37.147339,35.951794,37.033478,19.570889,2586017,DD.csv
2003-03-10,10.77,10.83,10.65,10.75,6.796483,1735900,ADM.csv,2003-03-10,24.799999,24.809999,24.41,24.41,16.401958,324200,BG.csv,2003-03-10,36.791523,37.147339,36.008724,36.09412,19.074472,1822283,DD.csv
2003-03-11,10.65,10.86,10.57,10.59,6.695324,1545900,ADM.csv,2003-03-11,24.5,24.790001,24.48,24.549999,16.496019,87200,BG.csv,2003-03-11,35.795235,36.264912,35.724072,35.809467,18.924047,2266120,DD.csv
2003-03-12,10.56,10.65,10.5,10.54,6.663712,1426600,ADM.csv,2003-03-12,24.5,24.76,24.48,24.700001,16.596821,87200,BG.csv,2003-03-12,35.681374,36.222214,35.339787,36.222214,19.142176,2053722,DD.csv
2003-03-13,10.62,10.74,10.55,10.68,6.752228,2000600,ADM.csv,2003-03-13,24.950001,24.99,24.77,24.91,16.737928,153200,BG.csv,2003-03-13,37.503159,38.285957,37.019245,38.271725,20.225258,2892635,DD.csv
2003-03-14,10.7,10.85,10.64,10.66,6.73958,1962400,ADM.csv,2003-03-14,25.049999,25.559999,24.870001,25.35,17.033583,300800,BG.csv,2003-03-14,38.613308,39.068756,37.802044,38.812565,20.511078,2502126,DD.csv
2003-03-17,10.66,10.99,10.6,10.94,6.916603,1848400,ADM.csv,2003-03-17,25.35,25.5,25.01,25.5,17.134363,295800,BG.csv,2003-03-17,38.812565,40.378162,38.314423,40.378162,21.338446,2562058,DD.csv
2003-03-18,11.0,11.28,11.0,11.19,7.074663,1874000,ADM.csv,2003-03-18,25.5,25.5,25.07,25.200001,16.932791,237600,BG.csv,2003-03-18,40.919006,41.132496,40.164673,41.075565,21.707001,3061612,DD.csv
2003-03-19,11.35,11.37,11.14,11.15,7.049372,2051000,ADM.csv,2003-03-19,25.299999,25.35,24.99,25.049999,16.832001,272500,BG.csv,2003-03-19,41.089798,41.26059,40.335464,40.563187,21.436222,2613911,DD.csv
2003-03-20,11.15,11.2,11.02,11.08,7.005122,1167700,ADM.csv,2003-03-20,24.51,24.83,24.5,24.549999,16.496019,384300,BG.csv,2003-03-20,40.563187,40.662815,39.808853,40.563187,21.436222,1577494,DD.csv
2003-03-21,11.08,11.26,11.0,11.2,7.080982,1930200,ADM.csv,2003-03-21,24.549999,25.120001,24.549999,24.91,16.737928,340200,BG.csv,2003-03-21,41.374451,42.726559,41.061333,42.726559,22.579473,3087328,DD.csv
2003-03-24,11.15,11.18,10.94,10.97,6.935571,1358800,ADM.csv,2003-03-24,24.92,24.99,24.610001,24.92,16.744642,261000,BG.csv,2003-03-24,41.573708,41.986458,40.563187,40.677048,21.496389,1800572,DD.csv
2003-03-25,10.99,11.25,10.94,11.13,7.03673,1653100,ADM.csv,2003-03-25,24.860001,25.09,24.780001,24.940001,16.758078,92700,BG.csv,2003-03-25,40.563187,41.175194,40.321232,40.563187,21.436222,1999832,DD.csv
2003-03-26,11.14,11.15,10.93,10.94,6.916603,1020900,ADM.csv,2003-03-26,24.709999,24.889999,24.35,24.42,16.408672,300500,BG.csv,2003-03-26,40.776676,40.876308,40.09351,40.833611,21.835798,2078524,DD.csv
2003-03-27,10.88,11.2,10.86,11.13,7.03673,1076400,ADM.csv,2003-03-27,24.4,24.73,24.35,24.48,16.448996,278400,BG.csv,2003-03-27,40.349697,40.492023,39.723457,40.221603,21.508522,1519318,DD.csv
2003-03-28,11.06,11.07,10.84,11.04,6.97983,1348400,ADM.csv,2003-03-28,24.48,25.0,24.4,24.99,16.791685,270600,BG.csv,2003-03-28,39.922714,40.264301,39.780388,40.250069,21.523748,1580375,DD.csv
2003-03-31,10.97,10.98,10.79,10.8,6.828091,2089200,ADM.csv,2003-03-31,24.9,25.51,24.809999,25.16,16.905907,344100,BG.csv,2003-03-31,36.876919,39.851555,36.876919,39.296478,21.013813,1903293,DD.csv
2003-04-01,10.84,10.86,10.68,10.78,6.815449,1763200,ADM.csv,2003-04-01,25.219999,25.290001,24.6,24.73,16.61697,275700,BG.csv,2003-04-01,39.296478,39.851555,38.712936,39.552666,21.150799,2282280,DD.csv
2003-04-02,10.87,11.21,10.83,11.09,7.011443,1589100,ADM.csv,2003-04-02,24.85,25.0,24.6,24.83,16.684168,605700,BG.csv,2003-04-02,40.378162,40.919006,39.922714,40.563187,21.691189,2045853,DD.csv
2003-04-03,11.19,11.22,11.0,11.15,7.049372,1982900,ADM.csv,2003-04-03,25.0,25.0,24.6,24.75,16.630415,268600,BG.csv,2003-04-03,40.563187,40.662815,39.922714,39.993881,21.386745,1718859,DD.csv
2003-04-04,11.1,11.34,11.07,11.33,7.163177,1463300,ADM.csv,2003-04-04,24.75,24.870001,24.65,24.780001,16.650572,194700,BG.csv,2003-04-04,40.69128,41.104031,40.548954,41.0471,21.949961,2168879,DD.csv
2003-04-07,11.5,11.65,11.24,11.29,7.137886,1565300,ADM.csv,2003-04-07,25.450001,25.950001,25.209999,25.700001,17.268759,848100,BG.csv,2003-04-07,42.271111,42.911583,41.061333,41.203659,22.033676,2688176,DD.csv
2003-04-08,11.29,11.46,11.22,11.4,7.207432,1330200,ADM.csv,2003-04-08,25.76,26.299999,25.76,26.25,17.638323,598000,BG.csv,2003-04-08,41.274822,41.345985,40.463558,40.776676,21.805359,1688296,DD.csv
2003-04-09,11.56,11.56,11.19,11.2,7.080982,1177900,ADM.csv,2003-04-09,26.200001,27.200001,26.200001,27.0,18.142275,756100,BG.csv,2003-04-09,39.680759,41.075565,39.609596,39.709225,21.234526,2534376,DD.csv
2003-04-10,11.35,11.51,11.32,11.49,7.264335,1602700,ADM.csv,2003-04-10,27.0,27.34,26.889999,27.299999,18.343853,500500,BG.csv,2003-04-10,40.036579,40.335464,39.666527,40.335464,21.56942,1891771,DD.csv
2003-04-11,11.51,11.65,11.32,11.32,7.156853,1035300,ADM.csv,2003-04-11,27.5,27.5,26.9,27.1,18.209473,213400,BG.csv,2003-04-11,41.018635,41.26059,39.979649,39.979649,21.379139,1754411,DD.csv
2003-04-14,11.52,11.54,11.38,11.54,7.295942,1162000,ADM.csv,2003-04-14,27.110001,27.32,26.969999,27.200001,18.276659,524700,BG.csv,2003-04-14,39.979649,41.061333,39.979649,41.061333,21.957571,1847015,DD.csv
2003-04-15,11.44,11.71,11.44,11.71,7.403422,1443700,ADM.csv,2003-04-15,27.129999,27.41,27.1,27.360001,18.384171,461800,BG.csv,2003-04-15,41.26059,42.84042,40.776676,42.797722,22.886106,4892467,DD.csv
2003-04-16,11.73,11.73,11.54,11.55,7.30227,1207200,ADM.csv,2003-04-16,27.24,27.4,27.02,27.15,18.243065,424600,BG.csv,2003-04-16,42.968513,43.053909,42.171482,42.271111,22.604502,3817196,DD.csv
2003-04-17,11.45,11.81,11.45,11.81,7.466649,1308000,ADM.csv,2003-04-17,27.15,27.49,27.15,27.35,18.377443,283200,BG.csv,2003-04-17,42.199947,43.409725,42.199947,43.125072,23.06115,2949617,DD.csv
