"Date","Price","Open","High","Low","Vol.","Change %"
"06/22/2023","739.00","730.25","747.00","725.50","49.75K","0.61%"
"06/21/2023","734.50","700.50","735.50","699.25","59.23K","5.57%"
"06/20/2023","695.75","687.00","700.00","676.25","76.04K","1.13%"
"06/16/2023","688.00","659.75","697.00","656.00","99.94K","4.01%"
"06/15/2023","661.50","629.00","665.25","628.25","72.09K","4.96%"
"06/14/2023","630.25","638.00","639.00","625.00","70.76K","-0.94%"
"06/13/2023","636.25","634.50","649.25","626.75","106.16K","0.39%"
"06/12/2023","633.75","629.75","638.75","622.25","91.97K","0.56%"
"06/09/2023","630.25","624.50","632.25","618.50","113.04K","0.64%"
"06/08/2023","626.25","616.00","629.00","611.25","98.91K","1.54%"
"06/07/2023","616.75","626.50","635.50","613.25","89.27K","-1.75%"
"06/06/2023","627.75","624.25","648.00","621.25","113.88K","0.60%"
"06/05/2023","624.00","621.50","631.50","615.50","69.49K","0.81%"
"06/02/2023","619.00","610.25","622.50","602.25","69.36K","1.35%"
"06/01/2023","610.75","594.25","617.50","593.00","80.03K","2.78%"
"05/31/2023","594.25","591.50","595.00","573.25","73.77K","0.55%"
"05/30/2023","591.00","616.75","616.75","588.75","74.48K","-4.20%"
"05/28/2023","616.88","616.88","616.88","616.88","","0.14%"
"05/26/2023","616.00","606.00","618.50","602.50","48.35K","1.94%"
"05/25/2023","604.25","607.00","616.50","599.00","53.31K","-0.33%"
"05/24/2023","606.25","621.00","624.50","602.25","61.47K","-2.57%"
"05/23/2023","622.25","607.50","624.75","594.25","57.43K","2.64%"
"05/22/2023","606.25","607.75","613.75","596.25","60.94K","0.21%"
"05/19/2023","605.00","611.00","620.75","602.00","62.74K","-1.10%"
"05/18/2023","611.75","626.25","626.50","605.50","59.51K","-2.20%"
"05/17/2023","625.50","646.75","654.25","616.00","98.46K","-3.40%"
"05/16/2023","647.50","661.75","664.25","640.00","62.56K","-2.01%"
"05/15/2023","660.75","635.00","663.75","632.50","67.50K","5.80%"
"05/12/2023","624.50","628.00","654.00","626.00","0.07K","1.67%"
"05/11/2023","614.25","617.50","617.50","617.50","0.02K","-2.23%"
"05/10/2023","628.25","643.75","647.75","629.75","0.04K","-2.37%"
"05/09/2023","643.50","653.25","653.75","633.00","59.77K","-1.61%"
"05/08/2023","654.00","662.00","669.00","652.25","62.82K","-0.95%"
"05/05/2023","660.25","646.00","663.50","643.75","70.36K","2.36%"
"05/04/2023","645.00","642.00","650.75","629.25","72.44K","0.82%"
"05/03/2023","639.75","609.25","642.25","603.75","98.28K","5.01%"
"05/02/2023","609.25","620.00","626.50","607.50","64.27K","-1.46%"
"05/01/2023","618.25","633.50","635.25","613.75","62.95K","-2.45%"
"04/28/2023","633.75","630.50","639.00","624.25","61.85K","0.72%"
"04/27/2023","629.25","643.75","645.50","625.50","88.18K","-1.99%"
"04/26/2023","642.00","653.75","657.75","641.00","63.26K","-1.68%"
"04/25/2023","653.00","657.00","660.50","642.50","85.29K","-0.61%"
"04/24/2023","657.00","679.00","682.00","656.75","74.61K","-2.38%"
"04/21/2023","673.00","681.25","685.75","669.00","61.31K","-1.03%"
"04/20/2023","680.00","695.00","696.00","678.25","56.70K","-1.84%"
"04/19/2023","692.75","709.25","710.00","692.00","52.04K","-2.36%"
"04/18/2023","709.50","704.25","717.25","700.50","60.10K","1.87%"
"04/17/2023","696.50","686.25","697.00","674.50","71.09K","2.05%"
"04/14/2023","682.50","668.75","685.25","661.25","81.45K","2.32%"
"04/13/2023","667.00","680.75","680.75","664.50","91.66K","-1.84%"
"04/12/2023","679.50","673.00","683.75","673.00","111.54K","0.82%"
"04/11/2023","674.00","680.25","686.00","666.25","114.95K","-0.66%"
"04/10/2023","678.50","684.50","687.50","668.25","67.55K","0.44%"
"04/07/2023","675.50","675.50","675.50","675.50","","0.00%"
"04/06/2023","675.50","682.25","685.00","671.25","55.62K","-0.95%"
"04/05/2023","682.00","693.00","693.25","675.00","56.29K","-1.37%"
"04/04/2023","691.50","697.00","701.50","688.00","44.90K","-0.29%"
"04/03/2023","693.50","697.00","710.00","691.50","51.07K","0.18%"
"03/31/2023","692.25","692.50","701.25","681.00","58.01K","0.00%"
"03/30/2023","692.25","705.25","710.00","690.25","45.51K","-1.77%"
"03/29/2023","704.75","698.25","724.00","696.50","77.19K","0.71%"
"03/28/2023","699.75","698.50","704.75","691.50","51.08K","0.25%"
"03/27/2023","698.00","691.00","706.50","680.25","58.96K","1.38%"
"03/24/2023","688.50","660.25","700.50","656.25","114.50K","4.00%"
"03/23/2023","662.00","663.00","675.50","657.25","56.07K","-0.23%"
"03/22/2023","663.50","682.50","684.00","654.00","89.22K","-2.89%"
"03/21/2023","683.25","700.00","705.50","680.25","68.06K","-2.50%"
"03/20/2023","700.75","708.50","708.50","695.25","61.28K","-1.37%"
"03/17/2023","710.50","697.25","712.50","697.25","58.01K","1.65%"
"03/16/2023","699.00","704.00","704.00","691.50","43.89K","-0.53%"
"03/15/2023","702.75","697.25","706.00","692.75","50.73K","2.37%"
"03/14/2023","686.50","683.00","699.75","677.50","0.04K","2.12%"
"03/13/2023","672.25","660.50","660.75","660.50","0.03K","0.82%"
"03/10/2023","666.75","662.25","662.25","662.25","0.04K","0.15%"
"03/09/2023","665.75","689.00","691.50","664.25","79.76K","-3.16%"
"03/08/2023","687.50","698.00","699.50","684.25","58.63K","-1.50%"
"03/07/2023","698.00","696.50","703.50","689.50","46.82K","0.40%"
"03/06/2023","695.25","711.00","711.00","693.75","48.63K","-1.90%"
"03/03/2023","708.75","714.75","715.50","706.25","41.61K","-0.56%"
"03/02/2023","712.75","713.00","721.75","708.50","50.80K","0.39%"
"03/01/2023","710.00","708.00","714.50","701.75","55.84K","0.64%"
"02/28/2023","705.50","710.00","715.00","702.50","57.46K","-0.63%"
"02/27/2023","710.00","721.75","724.00","705.75","81.17K","-1.63%"
"02/24/2023","721.75","752.25","753.50","717.00","81.94K","-3.83%"
"02/23/2023","750.50","748.50","758.75","747.25","65.54K","0.07%"
"02/22/2023","750.00","763.50","766.75","746.75","68.50K","-0.07%"
"02/21/2023","750.50","765.75","773.25","749.50","49.78K","-1.86%"
"02/20/2023","764.75","764.75","764.75","764.75","","0.00%"
"02/19/2023","764.75","764.75","764.75","764.75","","-0.10%"
"02/17/2023","765.50","765.00","771.50","759.50","32.06K","0.07%"
"02/16/2023","765.00","767.50","771.50","762.25","34.05K","-0.55%"
"02/15/2023","769.25","786.00","787.25","766.75","55.48K","-2.13%"
"02/14/2023","786.00","790.00","797.50","783.50","64.64K","-0.76%"
"02/13/2023","792.00","789.00","796.00","776.00","88.27K","0.76%"
"02/10/2023","786.00","755.00","790.00","755.00","109.95K","3.80%"
"02/09/2023","757.25","764.75","770.50","754.75","75.20K","-0.98%"
"02/08/2023","764.75","750.00","766.00","747.75","90.20K","2.00%"
"02/07/2023","749.75","750.00","757.00","744.25","70.66K","-0.07%"
"02/06/2023","750.25","758.00","766.50","745.50","56.43K","-0.86%"
"02/03/2023","756.75","759.75","776.50","750.75","72.37K","-0.56%"
"02/02/2023","761.00","757.50","770.75","750.50","59.11K","0.16%"
"02/01/2023","759.75","760.75","762.50","744.50","60.03K","-0.20%"
"01/31/2023","761.25","752.50","766.75","742.00","59.64K","1.16%"
"01/30/2023","752.50","753.00","762.50","743.50","43.81K","0.33%"
"01/27/2023","750.00","752.25","753.25","744.25","41.13K","-0.33%"
"01/26/2023","752.50","741.00","758.00","738.00","47.21K","1.52%"
"01/25/2023","741.25","735.00","746.50","734.75","41.25K","0.92%"
"01/24/2023","734.50","720.50","739.00","719.75","44.24K","2.01%"
"01/23/2023","720.00","738.00","740.50","712.50","64.00K","-2.90%"
"01/20/2023","741.50","735.00","743.00","727.75","35.44K","0.95%"
"01/19/2023","734.50","741.75","748.75","733.50","39.22K","-1.08%"
"01/18/2023","742.50","749.00","760.25","740.25","45.15K","-1.23%"
"01/17/2023","751.75","742.50","755.75","728.75","48.65K","1.08%"
"01/13/2023","743.75","743.50","748.50","737.25","34.23K","0.13%"
"01/12/2023","742.75","739.00","747.25","723.00","64.69K","0.37%"
"01/11/2023","740.00","730.25","742.25","724.50","37.16K","1.23%"
"01/10/2023","731.00","741.25","742.50","720.50","59.34K","-1.42%"
"01/09/2023","741.50","748.00","758.00","740.25","45.49K","-0.27%"
"01/06/2023","743.50","748.50","756.75","742.50","28.67K","-0.44%"
"01/05/2023","746.75","746.00","752.00","736.00","36.79K","0.17%"
"01/04/2023","745.50","780.50","780.50","744.25","51.98K","-3.87%"
"01/03/2023","775.50","786.00","794.50","769.75","50.14K","-2.08%"
"12/30/2022","792.00","775.50","799.00","771.50","34.78K","2.33%"
"12/29/2022","774.00","785.00","786.50","765.50","35.94K","-1.46%"
"12/28/2022","785.50","774.50","787.50","770.75","33.18K","1.42%"
"12/27/2022","774.50","781.25","784.50","769.00","28.36K","-0.19%"
"12/23/2022","776.00","762.00","778.00","758.00","25.95K","1.80%"
"12/22/2022","762.25","766.75","777.00","758.00","34.65K","-0.72%"
"12/21/2022","767.75","750.00","774.50","748.75","52.90K","2.30%"
"12/20/2022","750.50","747.25","761.50","744.75","38.34K","0.27%"
"12/19/2022","748.50","755.00","759.75","738.75","39.78K","-0.66%"
"12/16/2022","753.50","758.25","764.25","750.75","32.61K","-0.50%"
"12/15/2022","757.25","749.75","767.00","745.00","51.21K","3.98%"
"12/14/2022","728.25","750.00","751.75","737.75","0.07K","-0.07%"
"12/13/2022","728.75","741.00","742.50","741.00","0.10K","-0.58%"
"12/12/2022","733.00","741.75","760.00","738.25","0.26K","2.84%"
"12/09/2022","712.75","749.75","752.50","730.75","0.05K","-1.59%"
"12/08/2022","724.25","721.00","726.75","721.00","0.23K","-0.38%"
"12/07/2022","727.00","727.25","728.75","727.25","0.41K","3.05%"
"12/06/2022","705.50","715.75","715.75","702.50","0.24K","-1.40%"
"12/05/2022","715.50","730.50","730.50","722.25","0.13K","-2.95%"
"12/02/2022","737.25","750.00","750.00","738.50","0.52K","-5.84%"
"12/01/2022","783.00","795.25","797.25","780.50","41.09K","-1.57%"
"11/30/2022","795.50","784.00","799.25","781.50","45.18K","1.79%"
"11/29/2022","781.50","780.25","792.00","777.50","51.02K","0.10%"
"11/28/2022","780.75","793.25","796.25","773.25","76.46K","-2.04%"
"11/25/2022","797.00","809.75","820.25","792.50","34.41K","0.58%"
"11/24/2022","792.38","793.25","793.25","791.62","","-2.60%"
"11/23/2022","813.50","811.75","817.00","800.25","42.85K","0.37%"
"11/22/2022","810.50","816.50","825.00","809.00","36.92K","1.41%"
"11/21/2022","799.25","805.25","808.75","786.00","32.91K","-0.50%"
"11/18/2022","803.25","806.75","816.50","800.25","30.56K","-0.43%"
"11/17/2022","806.75","818.25","818.25","793.75","40.77K","-1.31%"
"11/16/2022","817.50","829.50","829.75","801.50","48.02K","-1.30%"
"11/15/2022","828.25","818.50","843.00","799.25","73.69K","1.19%"
"11/14/2022","818.50","813.00","828.75","804.75","45.11K","0.58%"
"11/11/2022","813.75","804.25","819.50","799.50","75.49K","1.28%"
"11/10/2022","803.50","806.75","815.75","795.50","77.22K","-0.37%"
"11/09/2022","806.50","829.25","834.00","805.25","95.23K","-2.57%"
"11/08/2022","827.75","847.75","855.00","824.75","72.92K","-2.13%"
"11/07/2022","845.75","851.00","863.75","834.00","76.86K","-0.24%"
"11/04/2022","847.75","842.00","855.50","834.00","43.97K","0.86%"
"11/03/2022","840.50","844.75","849.00","827.75","48.03K","-0.65%"
"11/02/2022","846.00","898.50","902.00","837.75","96.13K","-6.26%"
"11/01/2022","902.50","878.50","904.00","867.75","74.35K","2.30%"
"10/31/2022","882.25","884.50","893.25","853.75","98.98K","6.39%"
"10/28/2022","829.25","839.75","840.25","822.50","33.95K","-1.10%"
"10/27/2022","838.50","843.50","858.00","833.50","36.09K","-0.24%"
"10/26/2022","840.50","836.25","846.50","824.00","39.25K","0.69%"
"10/25/2022","834.75","840.00","844.75","826.75","40.78K","-0.48%"
"10/24/2022","838.75","853.75","856.50","833.50","38.01K","-1.41%"
"10/21/2022","850.75","850.25","863.00","833.00","41.91K","0.18%"
"10/20/2022","849.25","844.50","855.75","836.75","34.08K","0.95%"
"10/19/2022","841.25","847.00","862.75","835.50","39.81K","-0.97%"
"10/18/2022","849.50","862.00","866.00","832.75","46.28K","-1.34%"
"10/17/2022","861.00","860.00","877.75","855.25","42.65K","0.15%"
"10/14/2022","859.75","894.25","898.75","857.25","45.07K","-3.64%"
"10/13/2022","892.25","883.75","906.25","863.00","63.57K","1.13%"
"10/12/2022","882.25","902.00","903.75","876.25","44.74K","-2.08%"
"10/11/2022","901.00","934.00","936.75","898.00","65.15K","-3.94%"
"10/10/2022","938.00","895.25","949.75","891.50","77.24K","6.56%"
"10/07/2022","880.25","883.25","896.75","872.50","38.14K","0.14%"
"10/06/2022","879.00","905.75","907.75","873.25","46.42K","-2.55%"
"10/05/2022","902.00","903.25","919.75","894.25","39.96K","-0.11%"
"10/04/2022","903.00","916.25","927.00","897.50","50.52K","-0.99%"
"10/03/2022","912.00","930.00","938.75","908.50","52.40K","-1.03%"
"09/30/2022","921.50","899.75","945.75","892.75","78.14K","2.82%"
"09/29/2022","896.25","902.50","914.50","887.75","41.36K","-0.77%"
"09/28/2022","903.25","874.25","905.00","862.00","51.30K","3.64%"
"09/27/2022","871.50","857.50","894.50","857.00","48.80K","1.57%"
"09/26/2022","858.00","877.00","890.75","854.25","48.79K","-2.56%"
"09/23/2022","880.50","908.75","913.00","876.00","54.24K","-3.32%"
"09/22/2022","910.75","896.50","922.50","891.00","59.59K","0.77%"
"09/21/2022","903.75","886.50","919.50","873.00","91.30K","1.12%"
"09/20/2022","893.75","827.75","896.75","825.50","72.77K","7.62%"
"09/19/2022","830.50","857.25","861.25","819.25","46.38K","-3.40%"
"09/16/2022","859.75","846.75","866.50","830.75","47.24K","1.75%"
"09/15/2022","845.00","874.00","884.75","843.25","52.97K","-1.02%"
"09/14/2022","853.75","862.50","874.75","849.25","0.03K","1.31%"
"09/13/2022","842.75","850.00","850.00","839.00","0.03K","-1.86%"
"09/12/2022","858.75","864.75","878.00","848.50","","-1.24%"
"09/09/2022","869.50","829.00","872.50","826.00","","4.89%"
"09/08/2022","829.00","837.00","857.25","818.00","","-1.81%"
"09/07/2022","844.25","816.75","873.50","809.25","","3.34%"
"09/06/2022","817.00","814.75","825.00","801.25","","0.58%"
"09/05/2022","812.25","812.25","812.25","812.25","","0.53%"
"09/04/2022","808.00","808.00","808.00","808.00","","-0.37%"
"09/02/2022","811.00","797.75","819.50","796.25","35.50K","1.66%"
"09/01/2022","797.75","827.00","834.90","791.25","","-4.06%"
"08/31/2022","831.50","820.00","839.25","806.25","","1.37%"
"08/30/2022","820.25","840.25","846.25","816.50","","-2.67%"
"08/29/2022","842.75","806.00","849.00","794.25","","7.39%"
"08/26/2022","784.75","764.50","792.25","764.00","28.06K","1.95%"
"08/25/2022","769.75","794.75","803.50","766.50","18.25K","-3.18%"
"08/24/2022","795.00","782.25","799.75","775.00","23.60K","1.56%"
"08/23/2022","782.75","770.00","802.50","767.25","26.88K","1.59%"
"08/22/2022","770.50","754.00","774.00","744.50","22.52K","2.29%"
"08/19/2022","753.25","733.00","756.75","727.25","18.90K","2.97%"
"08/18/2022","731.50","764.75","766.50","725.75","38.27K","-4.16%"
"08/17/2022","763.25","785.25","797.00","759.50","29.95K","-2.89%"
"08/16/2022","786.00","799.00","810.50","782.50","25.48K","-1.84%"
"08/15/2022","800.75","802.00","804.50","778.00","29.78K","-0.65%"
"08/12/2022","806.00","811.25","811.25","782.25","40.65K","-0.59%"
"08/11/2022","810.75","800.00","820.75","794.50","63.67K","1.38%"
"08/10/2022","799.75","781.50","808.50","780.25","68.23K","2.34%"
"08/09/2022","781.50","785.75","801.25","772.75","59.02K","0.22%"
"08/08/2022","779.75","776.50","793.75","760.75","64.41K","0.52%"
"08/05/2022","775.75","782.00","796.75","769.75","51.60K","-0.86%"
"08/04/2022","782.50","768.00","789.50","758.25","46.77K","2.45%"
"08/03/2022","763.75","774.00","790.25","752.00","51.39K","-1.42%"
"08/02/2022","774.75","795.00","795.75","772.75","47.23K","-3.19%"
"08/01/2022","800.25","812.75","820.25","781.25","41.08K","-0.93%"
"07/29/2022","807.75","817.00","845.75","801.00","47.27K","-1.13%"
"07/28/2022","817.00","786.25","824.25","786.25","37.42K","3.39%"
"07/27/2022","790.25","802.50","818.75","782.00","41.49K","-1.68%"
"07/26/2022","803.75","773.00","806.00","772.25","43.80K","4.38%"
"07/25/2022","770.00","787.00","793.50","760.50","47.49K","1.45%"
"07/22/2022","759.00","803.25","807.25","754.00","66.19K","-5.86%"
"07/21/2022","806.25","819.50","834.00","795.50","43.05K","-1.62%"
"07/20/2022","819.50","810.25","843.50","801.00","38.89K","0.89%"
"07/19/2022","812.25","808.50","822.25","792.50","45.98K","-0.06%"
"07/18/2022","812.75","787.25","825.00","778.50","42.33K","4.63%"
"07/15/2022","776.75","798.00","804.75","765.75","44.62K","-2.20%"
"07/14/2022","794.25","812.75","829.50","792.00","0.04K","-0.50%"
"07/13/2022","798.25","810.00","819.25","810.00","0.03K","-0.41%"
"07/12/2022","801.50","835.00","839.25","807.25","0.07K","-5.01%"
"07/11/2022","843.75","888.00","888.00","849.25","0.10K","-5.36%"
"07/08/2022","891.50","838.25","894.75","838.25","","6.58%"
"07/07/2022","836.50","807.75","846.00","807.75","","3.98%"
"07/06/2022","804.50","807.00","838.50","785.25","","-0.31%"
"07/05/2022","807.00","842.25","842.50","804.50","","-4.61%"
"07/01/2022","846.00","890.00","896.25","840.50","54.11K","-4.30%"
"06/30/2022","884.00","930.00","939.50","881.00","","-4.95%"
"06/29/2022","930.00","936.00","956.00","929.00","","-0.64%"
"06/28/2022","936.00","923.50","949.75","921.00","","2.02%"
"06/27/2022","917.50","933.25","952.25","913.50","","-0.68%"
"06/24/2022","923.75","936.25","962.50","921.75","","-1.44%"
"06/23/2022","937.25","973.25","974.50","934.50","","-4.02%"
"06/22/2022","976.50","977.25","1,007.25","960.00","","0.13%"
"06/21/2022","975.25","1,032.00","1,033.25","973.50","","-5.70%"
"06/17/2022","1,034.25","1,078.25","1,083.75","1,030.25","42.37K","-4.08%"
"06/16/2022","1,078.25","1,050.25","1,084.75","1,047.00","","2.69%"
"06/15/2022","1,050.00","1,055.00","1,058.75","1,036.50","","-0.02%"
"06/14/2022","1,050.25","1,071.00","1,072.75","1,046.50","","-1.94%"
"06/13/2022","1,071.00","1,073.00","1,093.50","1,053.50","","0.02%"
"06/10/2022","1,070.75","1,074.50","1,081.25","1,053.00","","-0.05%"
"06/09/2022","1,071.25","1,076.25","1,082.00","1,044.25","","-0.33%"
"06/08/2022","1,074.75","1,073.00","1,089.00","1,061.75","68.01K","0.28%"
"06/07/2022","1,071.75","1,093.00","1,101.00","1,058.50","","-1.94%"
"06/06/2022","1,093.00","1,060.00","1,108.75","1,060.00","60.71K","5.10%"
"06/03/2022","1,040.00","1,061.50","1,069.25","1,036.25","","-1.72%"
"06/02/2022","1,058.25","1,043.25","1,075.00","1,037.25","","1.63%"
"06/01/2022","1,041.25","1,091.00","1,098.00","1,027.25","","-4.25%"
"05/31/2022","1,087.50","1,157.00","1,157.25","1,087.50","68.16K","-5.88%"
"05/30/2022","1,155.38","1,157.50","1,157.50","1,155.38","","-0.18%"
"05/27/2022","1,157.50","1,143.25","1,170.25","1,133.50","25.54K","1.25%"
"05/26/2022","1,143.25","1,133.00","1,160.25","1,115.00","38.51K","-0.44%"
"05/25/2022","1,148.25","1,154.50","1,158.50","1,114.50","","-0.56%"
"05/24/2022","1,154.75","1,196.00","1,208.75","1,138.00","","-2.96%"
"05/23/2022","1,190.00","1,181.75","1,196.75","1,174.75","","1.82%"
"05/20/2022","1,168.75","1,208.00","1,208.00","1,168.00","","-2.64%"
"05/19/2022","1,200.50","1,222.00","1,247.75","1,193.50","54.78K","-2.46%"
"05/18/2022","1,230.75","1,278.50","1,280.00","1,211.50","","-3.66%"
"05/17/2022","1,277.50","1,268.00","1,284.00","1,200.75","","2.40%"
"05/16/2022","1,247.50","1,234.25","1,247.50","1,222.25","","6.88%"
"05/13/2022","1,167.25","1,172.75","1,198.50","1,158.50","0.00K","-0.62%"
"05/12/2022","1,174.50","1,107.75","1,128.75","1,103.25","0.16K","5.93%"
"05/11/2022","1,108.75","1,109.25","1,115.00","1,100.00","0.05K","2.35%"
"05/10/2022","1,083.25","1,096.75","1,098.50","1,092.00","0.04K","-0.87%"
"05/09/2022","1,092.75","1,120.75","1,135.00","1,090.00","37.35K","-1.42%"
"05/06/2022","1,108.50","1,102.00","1,127.50","1,087.75","39.58K","0.18%"
"05/05/2022","1,106.50","1,079.00","1,121.75","1,077.25","47.81K","2.79%"
"05/04/2022","1,076.50","1,047.00","1,089.00","1,042.25","44.20K","2.82%"
"05/03/2022","1,047.00","1,053.62","1,068.80","1,044.25","","-0.70%"
"05/02/2022","1,054.38","1,045.25","1,071.38","1,034.25","","-0.13%"
"04/29/2022","1,055.75","1,085.00","1,102.50","1,054.25","","-2.76%"
"04/28/2022","1,085.75","1,088.00","1,106.50","1,081.00","","-0.50%"
"04/27/2022","1,091.25","1,092.50","1,097.50","1,078.25","","-0.34%"
