"Date","Price","Open","High","Low","Vol.","Change %"
"08/09/2023","112.70","114.20","114.76","112.62","986.14K","-1.22%"
"08/08/2023","114.09","114.50","114.81","113.11","1.90M","-1.63%"
"08/07/2023","115.98","115.00","116.59","114.71","1.54M","1.11%"
"08/04/2023","114.71","114.92","115.93","114.48","1.66M","0.28%"
"08/03/2023","114.39","112.61","116.01","112.19","1.68M","1.33%"
"08/02/2023","112.89","110.00","116.00","109.89","2.94M","4.12%"
"08/01/2023","108.42","107.67","109.00","107.13","1.40M","-0.23%"
"07/31/2023","108.67","109.88","109.88","107.67","1.39M","0.29%"
"07/28/2023","108.36","109.01","109.06","107.71","771.86K","0.47%"
"07/27/2023","107.85","109.38","109.54","107.81","940.23K","-0.83%"
"07/26/2023","108.75","107.22","109.25","107.21","927.83K","0.69%"
"07/25/2023","108.00","106.46","108.97","106.08","1.42M","1.81%"
"07/24/2023","106.08","105.33","106.71","105.33","699.79K","1.18%"
"07/21/2023","104.84","106.04","106.45","104.35","907.01K","-0.71%"
"07/20/2023","105.59","104.94","105.99","104.48","1.24M","1.60%"
"07/19/2023","103.93","103.33","104.21","102.39","1.11M","0.92%"
"07/18/2023","102.98","101.97","104.49","101.43","1.25M","1.25%"
"07/17/2023","101.71","100.64","102.13","100.26","1.18M","2.05%"
"07/14/2023","99.67","100.82","101.10","98.77","626.00K","-0.88%"
"07/13/2023","100.55","100.73","101.03","99.39","860.67K","-0.11%"
"07/12/2023","100.66","102.91","103.10","100.43","979.32K","-1.42%"
"07/11/2023","102.11","101.27","102.65","100.78","1.11M","1.93%"
"07/10/2023","100.18","101.02","102.85","100.03","1.40M","-0.80%"
"07/07/2023","100.99","98.21","101.76","98.19","2.09M","2.75%"
"07/06/2023","98.29","97.39","98.71","96.97","1.39M","-0.17%"
"07/05/2023","98.46","96.50","98.59","96.19","1.50M","1.38%"
"07/03/2023","97.12","94.87","97.34","94.63","831.03K","2.94%"
"06/30/2023","94.35","93.31","95.13","92.12","1.41M","1.66%"
"06/29/2023","92.81","91.82","93.83","91.41","916.52K","1.09%"
"06/28/2023","91.81","91.61","91.82","89.68","1.53M","-0.65%"
"06/27/2023","92.41","93.06","93.32","91.36","1.17M","-0.51%"
"06/26/2023","92.88","94.24","94.72","92.63","1.22M","-1.23%"
"06/23/2023","94.04","92.69","94.63","92.55","1.76M","0.83%"
"06/22/2023","93.27","92.57","93.79","91.06","1.23M","1.58%"
"06/21/2023","91.82","92.94","93.28","91.69","2.01M","-1.81%"
"06/20/2023","93.51","96.50","96.50","92.64","1.61M","-3.03%"
"06/16/2023","96.43","95.13","97.23","93.81","2.80M","2.37%"
"06/15/2023","94.20","95.41","96.02","94.06","1.80M","-1.17%"
"06/14/2023","95.32","97.13","98.91","95.08","1.48M","-0.88%"
"06/13/2023","96.17","93.50","96.53","91.92","2.52M","2.54%"
"06/12/2023","93.79","93.59","94.71","93.00","1.20M","0.18%"
"06/09/2023","93.62","90.70","93.71","90.40","961.58K","2.68%"
"06/08/2023","91.18","93.83","96.48","89.39","2.36M","-3.20%"
"06/07/2023","94.19","92.70","95.53","91.84","1.44M","1.90%"
"06/06/2023","92.43","90.98","92.78","90.98","656.49K","0.75%"
"06/05/2023","91.74","92.39","93.08","91.41","1.03M","-0.59%"
"06/02/2023","92.28","91.91","93.10","91.17","1.12M","1.38%"
"06/01/2023","91.02","92.78","93.06","90.82","1.18M","-1.75%"
"05/31/2023","92.64","92.87","93.51","91.70","1.60M","-1.38%"
"05/30/2023","93.94","93.87","94.46","91.91","1.12M","-0.38%"
"05/26/2023","94.30","93.89","95.36","92.59","1.51M","0.74%"
"05/25/2023","93.61","89.79","99.61","88.92","4.14M","3.48%"
"05/24/2023","90.46","91.68","92.21","89.59","922.41K","-1.47%"
"05/23/2023","91.81","90.58","92.93","90.18","908.23K","1.48%"
"05/22/2023","90.47","90.86","91.49","89.12","738.80K","0.02%"
"05/19/2023","90.45","89.27","90.78","88.65","1.12M","1.84%"
"05/18/2023","88.82","88.87","89.26","87.86","889.00K","-0.97%"
"05/17/2023","89.69","89.67","90.09","88.56","848.50K","0.65%"
"05/16/2023","89.11","91.45","91.84","89.04","988.65K","-3.13%"
"05/15/2023","91.99","90.81","92.33","90.73","1.02M","1.87%"
"05/12/2023","90.30","90.05","90.84","89.73","769.07K","0.37%"
"05/11/2023","89.97","89.95","90.37","89.01","1.07M","0.42%"
"05/10/2023","89.59","90.00","90.91","89.31","981.00K","0.32%"
"05/09/2023","89.30","89.80","89.80","87.87","1.09M","-1.01%"
"05/08/2023","90.21","90.70","91.36","90.18","1.18M","-0.38%"
"05/05/2023","90.55","90.45","91.36","89.78","990.40K","1.34%"
"05/04/2023","89.35","90.30","92.28","88.96","1.08M","-1.59%"
"05/03/2023","90.79","95.00","95.04","90.04","1.68M","-0.39%"
"05/02/2023","91.15","91.93","92.15","89.62","1.23M","-1.50%"
"05/01/2023","92.54","93.73","94.16","92.46","838.27K","-1.13%"
"04/28/2023","93.60","92.12","93.76","91.68","693.26K","0.98%"
"04/27/2023","92.69","91.93","93.05","91.30","819.20K","0.72%"
"04/26/2023","92.03","91.01","93.22","91.01","1.09M","0.71%"
"04/25/2023","91.38","94.31","94.31","90.70","1.78M","-4.05%"
"04/24/2023","95.24","95.19","95.69","94.37","859.39K","0.15%"
"04/21/2023","95.10","96.68","96.68","94.59","715.01K","-1.34%"
"04/20/2023","96.39","95.53","96.99","95.21","798.90K","-0.37%"
"04/19/2023","96.75","97.86","97.87","96.10","776.22K","-1.07%"
"04/18/2023","97.80","96.05","97.88","95.72","951.21K","2.14%"
"04/17/2023","95.75","94.58","95.76","93.70","992.47K","1.43%"
"04/14/2023","94.40","93.88","94.70","93.20","1.02M","1.18%"
"04/13/2023","93.30","94.26","94.39","92.97","1.35M","-1.30%"
"04/12/2023","94.53","95.25","95.83","94.24","1.10M","-0.72%"
"04/11/2023","95.22","94.52","96.14","94.31","1.02M","1.12%"
"04/10/2023","94.17","92.74","94.21","92.52","841.10K","1.85%"
"04/06/2023","92.46","92.09","92.85","90.39","1.53M","0.24%"
"04/05/2023","92.24","94.05","94.13","91.78","1.77M","-2.40%"
"04/04/2023","94.51","97.04","97.04","93.93","1.57M","-2.22%"
"04/03/2023","96.66","96.17","97.98","95.57","1.07M","1.19%"
"03/31/2023","95.52","95.99","96.82","94.92","1.29M","0.19%"
"03/30/2023","95.34","97.89","98.00","94.75","1.34M","-1.71%"
"03/29/2023","97.00","97.74","97.85","96.45","1.43M","0.41%"
"03/28/2023","96.60","95.69","97.35","95.43","1.32M","0.80%"
"03/27/2023","95.83","94.89","96.62","94.40","1.32M","2.02%"
"03/24/2023","93.93","92.99","94.40","91.55","1.37M","0.42%"
"03/23/2023","93.54","95.93","97.64","92.91","1.55M","-2.20%"
"03/22/2023","95.64","97.60","98.19","95.56","1.10M","-1.60%"
"03/21/2023","97.20","96.32","97.23","94.79","1.62M","2.27%"
"03/20/2023","95.04","92.50","96.35","92.45","2.49M","3.18%"
"03/17/2023","92.11","96.35","96.94","91.97","3.88M","-4.77%"
"03/16/2023","96.72","95.10","98.07","95.10","2.22M","-0.07%"
"03/15/2023","96.79","101.77","102.00","95.52","6.96M","-7.48%"
"03/14/2023","104.62","100.73","106.99","99.96","39.93M","14.48%"
"03/13/2023","91.39","91.00","91.64","89.04","1.76M","-1.25%"
"03/10/2023","92.55","94.74","94.86","92.13","1.04M","-2.49%"
"03/09/2023","94.91","96.84","97.73","94.88","1.02M","-1.97%"
"03/08/2023","96.82","97.18","97.51","96.06","630.87K","-0.37%"
"03/07/2023","97.18","97.20","97.81","96.18","884.54K","-0.90%"
"03/06/2023","98.06","98.49","98.74","97.51","985.25K","-0.72%"
"03/03/2023","98.77","97.23","99.07","96.93","1.05M","1.24%"
"03/02/2023","97.56","95.05","98.23","94.65","856.56K","2.51%"
"03/01/2023","95.17","95.15","96.14","94.88","661.65K","-0.35%"
"02/28/2023","95.50","96.91","96.91","94.97","1.33M","-1.74%"
"02/27/2023","97.19","97.97","98.98","97.17","796.79K","-0.89%"
"02/24/2023","98.06","98.15","98.37","97.37","696.29K","-0.37%"
"02/23/2023","98.42","98.72","99.64","97.79","608.83K","0.58%"
"02/22/2023","97.85","96.33","98.68","96.01","811.88K","1.75%"
"02/21/2023","96.17","97.10","97.61","96.17","1.26M","-1.43%"
"02/17/2023","97.57","97.01","97.95","95.95","752.55K","0.02%"
"02/16/2023","97.55","98.85","99.32","97.55","810.10K","-1.86%"
"02/15/2023","99.40","99.12","99.45","98.33","986.16K","-0.56%"
"02/14/2023","99.96","98.49","100.00","97.83","1.14M","1.75%"
"02/13/2023","98.24","98.40","98.54","97.03","1.68M","-0.66%"
"02/10/2023","98.89","96.99","99.44","96.45","1.36M","2.90%"
"02/09/2023","96.10","96.46","98.76","95.34","1.62M","-2.13%"
"02/08/2023","98.19","98.40","103.39","97.74","1.85M","-0.78%"
"02/07/2023","98.96","99.36","99.61","97.44","1.19M","-0.62%"
"02/06/2023","99.58","98.16","99.64","97.35","1.22M","1.53%"
"02/03/2023","98.08","98.86","99.83","97.55","1.16M","-0.64%"
"02/02/2023","98.71","99.58","99.73","97.12","1.30M","-1.41%"
"02/01/2023","100.12","99.07","100.55","98.34","847.81K","1.03%"
"01/31/2023","99.10","97.20","99.28","96.86","1.03M","2.09%"
"01/30/2023","97.07","97.27","97.69","96.32","740.36K","-0.54%"
"01/27/2023","97.60","100.00","100.26","97.56","887.27K","-2.16%"
"01/26/2023","99.75","97.43","99.88","96.01","1.28M","2.96%"
"01/25/2023","96.88","95.71","96.90","94.39","1.11M","0.32%"
"01/24/2023","96.57","94.98","96.93","94.45","964.33K","0.96%"
"01/23/2023","95.65","97.00","97.35","94.39","1.37M","-1.83%"
"01/20/2023","97.43","98.90","100.13","96.18","1.12M","-0.98%"
"01/19/2023","98.39","97.75","99.69","97.42","742.27K","0.51%"
"01/18/2023","97.89","101.05","102.31","97.76","904.02K","-3.27%"
"01/17/2023","101.20","100.97","102.39","100.63","730.08K","0.78%"
"01/13/2023","100.42","100.54","100.81","99.58","595.88K","-0.12%"
"01/12/2023","100.54","98.71","101.25","98.06","990.53K","2.11%"
"01/11/2023","98.46","98.70","99.00","97.73","569.75K","0.97%"
"01/10/2023","97.51","98.76","99.27","96.48","907.78K","-0.54%"
"01/09/2023","98.04","96.59","99.19","96.00","1.25M","1.47%"
"01/06/2023","96.62","94.37","97.00","94.21","958.20K","3.69%"
"01/05/2023","93.18","95.63","95.73","91.75","1.41M","-1.92%"
"01/04/2023","95.00","95.47","96.24","93.34","1.38M","-0.60%"
"01/03/2023","95.57","99.95","100.00","95.33","876.77K","-4.21%"
"12/30/2022","99.77","99.54","100.01","98.82","597.01K","-0.02%"
"12/29/2022","99.79","99.63","101.22","99.63","691.15K","0.29%"
"12/28/2022","99.50","100.66","101.16","98.89","707.70K","-1.07%"
"12/27/2022","100.58","99.27","100.80","99.27","623.85K","1.64%"
"12/23/2022","98.96","97.46","99.11","97.20","459.68K","1.91%"
"12/22/2022","97.11","97.72","97.72","95.49","545.41K","-0.70%"
"12/21/2022","97.79","97.06","98.55","96.54","911.57K","1.37%"
"12/20/2022","96.47","95.92","97.36","95.56","1.10M","0.29%"
"12/19/2022","96.19","96.68","97.88","95.18","807.55K","0.11%"
"12/16/2022","96.08","95.97","97.49","94.50","1.64M","-0.69%"
"12/15/2022","96.75","95.25","96.80","95.16","1.11M","0.54%"
"12/14/2022","96.23","96.11","97.01","95.00","1.35M","1.86%"
"12/13/2022","94.47","96.90","97.15","94.46","1.04M","-1.05%"
"12/12/2022","95.47","95.71","95.71","94.31","729.22K","-0.04%"
"12/09/2022","95.51","96.40","96.89","95.34","791.72K","-0.88%"
"12/08/2022","96.36","96.58","97.00","95.20","1.15M","0.89%"
"12/07/2022","95.51","95.38","97.91","95.17","1.20M","0.04%"
"12/06/2022","95.47","93.00","95.81","92.90","1.61M","2.30%"
"12/05/2022","93.32","93.61","94.37","92.45","1.54M","-1.59%"
"12/02/2022","94.83","98.42","98.92","94.07","2.62M","-4.15%"
"12/01/2022","98.94","103.59","104.54","96.16","2.66M","-5.63%"
"11/30/2022","104.84","105.81","106.20","102.55","2.05M","0.65%"
"11/29/2022","104.16","103.23","105.60","103.23","1.31M","1.74%"
"11/28/2022","102.38","100.91","102.38","100.22","941.66K","0.59%"
"11/25/2022","101.78","101.82","103.13","101.53","544.65K","0.59%"
"11/23/2022","101.18","101.51","102.17","100.82","588.32K","-0.39%"
"11/22/2022","101.58","101.89","102.82","99.58","1.74M","0.30%"
"11/21/2022","101.28","100.24","102.07","98.19","1.46M","0.58%"
"11/18/2022","100.70","100.34","101.29","99.57","812.60K","1.22%"
"11/17/2022","99.49","97.78","99.59","97.50","1.05M","0.08%"
"11/16/2022","99.41","99.74","99.92","98.52","881.89K","-0.35%"
"11/15/2022","99.76","99.52","100.50","97.30","1.58M","0.91%"
"11/14/2022","98.86","100.94","101.99","98.76","1.34M","-2.61%"
"11/11/2022","101.51","103.00","103.69","99.89","1.00M","-0.67%"
"11/10/2022","102.19","102.76","104.19","100.82","1.50M","2.26%"
"11/09/2022","99.93","103.07","104.02","99.55","1.80M","-4.43%"
"11/08/2022","104.56","103.40","105.76","102.96","1.96M","1.31%"
"11/07/2022","103.21","99.55","103.28","99.55","1.72M","3.70%"
"11/04/2022","99.53","100.64","101.40","98.31","840.78K","0.81%"
"11/03/2022","98.73","97.46","99.57","96.65","960.42K","-0.45%"
"11/02/2022","99.18","98.34","101.64","98.21","1.52M","-0.59%"
"11/01/2022","99.77","99.39","100.95","98.34","1.02M","1.08%"
"10/31/2022","98.70","97.20","100.22","97.20","1.47M","2.00%"
"10/28/2022","96.76","97.79","98.63","95.75","1.12M","-1.12%"
"10/27/2022","97.86","99.23","102.79","97.79","1.84M","-0.56%"
"10/26/2022","98.41","98.00","99.72","95.04","2.83M","7.00%"
"10/25/2022","91.97","91.25","92.28","89.67","1.82M","0.94%"
"10/24/2022","91.11","90.85","91.37","90.44","1.12M","0.34%"
"10/21/2022","90.80","89.55","91.34","88.93","853.39K","1.08%"
"10/20/2022","89.83","91.15","91.73","89.82","1.19M","-0.85%"
"10/19/2022","90.60","89.00","90.83","88.68","1.24M","1.46%"
"10/18/2022","89.30","88.90","89.62","88.03","1.21M","1.66%"
"10/17/2022","87.84","86.58","88.72","86.58","1.06M","3.35%"
"10/14/2022","84.99","90.51","91.55","84.61","1.30M","-5.93%"
"10/13/2022","90.35","86.98","90.86","85.21","1.14M","3.14%"
"10/12/2022","87.60","86.55","88.33","83.68","1.94M","1.62%"
"10/11/2022","86.20","85.70","87.75","84.36","1.04M","-0.46%"
"10/10/2022","86.60","86.25","87.52","86.17","954.06K","1.26%"
"10/07/2022","85.52","85.97","86.46","84.64","879.65K","-0.85%"
"10/06/2022","86.25","86.90","87.89","86.18","1.33M","-1.70%"
"10/05/2022","87.74","87.46","88.33","86.59","857.76K","-0.44%"
"10/04/2022","88.13","85.49","88.40","85.43","1.30M","4.43%"
"10/03/2022","84.39","83.44","84.62","82.78","1.01M","2.20%"
"09/30/2022","82.57","83.21","83.43","82.05","1.05M","0.40%"
"09/29/2022","82.24","83.36","83.43","80.41","1.04M","-1.98%"
"09/28/2022","83.90","82.57","84.33","82.26","1.16M","2.06%"
"09/27/2022","82.21","83.08","84.92","81.80","1.17M","0.35%"
"09/26/2022","81.92","82.37","84.39","81.29","1.37M","-1.53%"
"09/23/2022","83.19","86.20","86.53","82.61","1.33M","-5.79%"
"09/22/2022","88.30","90.26","90.85","88.13","967.59K","-1.34%"
"09/21/2022","89.50","91.82","92.30","89.50","852.52K","-0.79%"
"09/20/2022","90.21","90.80","90.80","88.82","872.25K","-1.14%"
"09/19/2022","91.25","88.37","91.31","88.22","911.53K","2.01%"
"09/16/2022","89.45","90.91","90.92","88.62","1.63M","-1.92%"
"09/15/2022","91.20","92.09","92.56","90.89","922.15K","-1.08%"
"09/14/2022","92.20","93.11","93.32","91.37","909.07K","-0.80%"
"09/13/2022","92.94","93.63","96.17","92.47","1.00M","-2.08%"
"09/12/2022","94.91","97.42","98.09","94.43","1.24M","-2.04%"
"09/09/2022","96.89","97.89","98.09","95.72","1.17M","0.02%"
"09/08/2022","96.87","95.00","96.94","94.65","881.44K","1.36%"
"09/07/2022","95.57","93.33","96.16","92.75","1.33M","1.56%"
"09/06/2022","94.10","99.59","100.23","93.68","1.44M","-4.96%"
"09/02/2022","99.01","99.16","101.15","98.95","1.13M","0.96%"
"09/01/2022","98.07","98.34","98.98","97.03","891.90K","-1.11%"
"08/31/2022","99.17","99.20","100.48","98.26","1.80M","-0.71%"
"08/30/2022","99.88","103.56","104.15","99.50","1.49M","-3.78%"
"08/29/2022","103.80","101.60","104.54","101.36","1.12M","1.45%"
"08/26/2022","102.32","102.63","103.52","101.19","921.02K","-0.60%"
"08/25/2022","102.94","101.91","102.95","101.42","838.77K","1.59%"
"08/24/2022","101.33","101.53","103.00","100.59","993.22K","-0.57%"
"08/23/2022","101.91","99.69","102.75","99.69","1.66M","2.63%"
"08/22/2022","99.30","98.69","99.40","97.91","930.61K","-0.72%"
"08/19/2022","100.02","100.00","100.85","99.55","1.39M","-0.67%"
"08/18/2022","100.69","99.97","101.23","99.67","1.45M","0.59%"
"08/17/2022","100.10","99.03","100.13","98.51","906.76K","0.58%"
"08/16/2022","99.52","100.25","100.96","98.78","1.77M","-0.83%"
"08/15/2022","100.35","99.42","100.71","97.82","1.01M","-0.88%"
"08/12/2022","101.24","100.08","101.28","99.36","1.03M","2.69%"
"08/11/2022","98.59","98.79","99.79","98.28","853.89K","0.76%"
"08/10/2022","97.85","97.96","98.60","96.85","1.11M","0.48%"
"08/09/2022","97.38","97.06","98.90","96.72","1.04M","1.13%"
"08/08/2022","96.29","96.88","97.78","96.07","1.15M","-0.48%"
"08/05/2022","96.75","94.65","97.36","94.56","1.35M","1.79%"
"08/04/2022","95.05","94.56","96.56","93.97","1.52M","0.00%"
"08/03/2022","95.05","92.84","95.30","92.43","2.17M","2.27%"
"08/02/2022","92.94","93.54","94.30","92.51","1.53M","-0.96%"
"08/01/2022","93.84","92.47","94.68","92.04","1.70M","1.64%"
"07/29/2022","92.33","89.67","92.60","89.40","1.68M","3.37%"
"07/28/2022","89.32","90.14","91.23","88.86","2.13M","-2.40%"
"07/27/2022","91.52","90.70","92.83","88.41","3.25M","-4.00%"
"07/26/2022","95.33","95.52","97.20","94.23","1.77M","1.20%"
"07/25/2022","94.20","92.45","94.96","91.99","1.29M","3.49%"
"07/22/2022","91.02","91.46","92.93","90.54","876.58K","-0.62%"
"07/21/2022","91.59","90.91","92.53","90.65","1.37M","-0.33%"
"07/20/2022","91.89","89.29","91.97","89.16","1.61M","2.10%"
"07/19/2022","90.00","88.12","90.15","87.91","1.30M","2.61%"
"07/18/2022","87.71","87.48","89.50","87.44","1.18M","1.50%"
"07/15/2022","86.41","86.50","86.67","84.93","863.95K","0.91%"
"07/14/2022","85.63","85.18","85.76","84.04","1.09M","-1.70%"
"07/13/2022","87.11","86.84","88.33","86.69","998.02K","-0.55%"
"07/12/2022","87.59","85.88","89.31","85.61","1.42M","0.53%"
"07/11/2022","87.13","87.06","88.46","86.63","959.17K","-0.65%"
"07/08/2022","87.70","89.47","89.95","87.56","953.37K","-1.18%"
"07/07/2022","88.75","88.52","90.52","87.38","1.96M","3.38%"
"07/06/2022","85.85","87.01","87.35","83.78","2.32M","-0.89%"
"07/05/2022","86.62","88.79","89.75","85.48","1.45M","-4.76%"
"07/01/2022","90.95","90.58","91.44","88.08","1.29M","0.29%"
"06/30/2022","90.69","91.42","92.23","90.41","1.73M","-0.86%"
"06/29/2022","91.48","90.90","92.18","89.70","1.34M","0.85%"
"06/28/2022","90.71","92.21","94.36","90.02","1.22M","-0.23%"
"06/27/2022","90.92","89.25","91.41","87.92","1.97M","2.86%"
"06/24/2022","88.39","87.44","89.39","85.50","3.14M","1.14%"
"06/23/2022","87.39","92.46","92.59","86.05","3.12M","-6.09%"
"06/22/2022","93.06","96.69","96.77","92.92","2.22M","-5.72%"
"06/21/2022","98.71","98.10","99.28","97.46","1.87M","1.14%"
"06/17/2022","97.60","100.11","100.43","96.08","3.74M","-2.63%"
"06/16/2022","100.24","101.67","102.54","99.93","1.62M","-3.54%"
"06/15/2022","103.92","104.82","105.66","102.89","1.23M","-0.41%"
"06/14/2022","104.35","103.14","104.42","102.55","1.33M","1.86%"
"06/13/2022","102.44","104.50","105.68","102.23","1.32M","-4.23%"
"06/10/2022","106.96","108.81","109.78","106.91","1.17M","-2.93%"
"06/09/2022","110.19","112.81","113.42","110.16","933.94K","-2.08%"
"06/08/2022","112.53","112.13","113.65","111.79","1.04M","-0.25%"
"06/07/2022","112.81","111.00","113.32","110.70","1.40M","0.81%"
"06/06/2022","111.90","113.85","113.85","111.49","1.49M","-0.96%"
"06/03/2022","112.99","114.56","114.81","112.15","1.47M","-1.92%"
"06/02/2022","115.20","113.50","116.32","112.82","1.34M","0.96%"
"06/01/2022","114.10","118.67","118.99","112.28","1.73M","-3.57%"
"05/31/2022","118.32","116.40","118.64","115.65","2.56M","3.14%"
"05/27/2022","114.72","114.75","114.87","112.69","1.28M","-0.18%"
"05/26/2022","114.93","116.12","116.43","113.87","1.01M","-0.69%"
"05/25/2022","115.73","115.40","116.79","114.32","1.17M","0.23%"
"05/24/2022","115.46","112.86","115.54","112.07","2.01M","1.78%"
"05/23/2022","113.44","110.41","114.37","109.67","1.20M","3.71%"
"05/20/2022","109.38","110.50","112.33","107.07","1.28M","-0.88%"
"05/19/2022","110.35","110.00","111.58","107.65","1.61M","-0.84%"
"05/18/2022","111.29","115.22","115.92","110.63","1.24M","-4.46%"
"05/17/2022","116.49","114.50","117.52","112.79","1.46M","3.48%"
"05/16/2022","112.57","110.45","112.80","110.38","1.46M","2.73%"
"05/13/2022","109.58","110.93","111.64","108.28","1.50M","0.38%"
"05/12/2022","109.17","109.62","110.54","106.58","1.54M","-0.55%"
"05/11/2022","109.77","110.50","113.01","109.07","1.91M","-0.51%"
"05/10/2022","110.33","108.74","111.10","108.30","1.70M","2.32%"
"05/09/2022","107.83","113.21","113.80","107.57","1.78M","-6.42%"
"05/06/2022","115.23","114.56","115.60","113.15","1.48M","0.36%"
"05/05/2022","114.82","118.44","118.93","114.35","1.03M","-3.25%"
"05/04/2022","118.68","117.30","118.88","114.96","1.86M","1.64%"
"05/03/2022","116.77","115.00","117.67","114.56","1.28M","1.33%"
"05/02/2022","115.24","113.13","116.15","113.12","1.65M","1.87%"
"04/29/2022","113.12","117.26","117.26","112.96","1.52M","-3.18%"
"04/28/2022","116.83","120.16","120.86","115.44","2.25M","-1.79%"
"04/27/2022","118.96","118.00","121.78","113.75","2.71M","3.57%"
"04/26/2022","114.86","120.00","120.86","114.81","2.35M","-1.31%"
"04/25/2022","116.39","116.39","117.17","112.47","1.98M","-1.31%"
"04/22/2022","117.94","122.03","123.04","116.70","3.24M","-3.59%"
"04/21/2022","122.33","127.35","128.40","122.14","1.82M","-2.91%"
"04/20/2022","126.00","122.83","126.64","121.68","2.30M","2.24%"
"04/19/2022","123.24","124.09","126.18","121.89","2.32M","-2.78%"
"04/18/2022","126.76","123.87","127.97","123.51","2.51M","2.26%"
"04/14/2022","123.96","122.00","124.36","121.99","1.38M","2.48%"
"04/13/2022","120.96","119.48","121.43","119.12","1.38M","1.39%"
"04/12/2022","119.30","118.90","121.48","118.50","1.44M","1.39%"
"04/11/2022","117.67","119.90","119.94","116.62","1.73M","-0.49%"
"04/08/2022","118.25","118.00","119.87","116.99","1.34M","1.29%"
"04/07/2022","116.74","113.82","117.67","113.75","2.04M","3.16%"
